student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
5393,3.7,96,2.9,70.5,C
5394,9.2,92.6,3.7,75,C
5395,17,100,6.2,86.9,B
5396,19.3,78.5,4.5,77.2,C
5397,18.1,83.1,5,77.3,C
5398,23.2,82.4,6.8,86.7,B
5399,2.7,80.6,2.9,65.9,D
5400,23.3,61.1,6.2,83.1,B
5401,12.8,100,7.7,87.1,B
5402,20.1,72.7,7.9,83,B
5403,5.7,87,7,76.2,C
5404,15,67.9,5.9,70.7,C
5405,16.7,92.4,4.8,77.7,C
5406,23.1,75.6,5.8,78.5,C
5407,3.9,71.4,9.3,71.9,C
5408,15.2,87.3,6.5,85,B
5409,7.4,76.6,5.8,72.3,C
5410,18.5,78.1,7.1,80.1,B
5411,20.4,87.1,6.1,89,B
5412,24,94.6,6.5,88.5,B
5413,11.3,75.2,5.5,68.7,D
5414,21.5,73.1,5.2,79.4,C
5415,24.5,85.3,8,92.6,A
5416,3.5,91.5,2.1,65.5,D
5417,19.3,100,7,83.7,B
5418,21.7,72.1,5,78.4,C
5419,13.2,81.2,2.2,74.1,C
5420,6.5,99.1,4.1,66.5,D
5421,21.6,100,5.9,92.2,A
5422,6.6,73.1,6.2,64.6,D
5423,13.8,76.1,7.5,78.9,C
5424,14.7,89.6,7.6,76.4,C
5425,20,78.1,2.9,72.2,C
5426,10.6,75.9,6.8,75.2,C
5427,10.2,87.9,7.5,81.9,B
5428,15.7,100,6.4,85.5,B
5429,22,69.3,7,87.1,B
5430,31,100,2.1,88.8,B
5431,4.4,78.1,4,63.2,D
5432,17.2,89.1,8.7,84.6,B
5433,7.4,100,5.4,77,C
5434,22.1,88.9,10,91.5,A
5435,8.4,81.4,3.4,67.5,D
5436,10.3,93.6,9.1,84.1,B
5437,10.9,82.9,4.8,75.4,C
5438,14.5,91.3,7.7,87.8,B
5439,17.3,82.5,5.4,77.7,C
5440,18.4,95.3,6.2,86.6,B
5441,15,68.3,7.2,76.2,C
5442,5.7,72.8,4.8,66.2,D
5443,20.1,68.1,7.6,78.1,C
5444,14.6,84.3,5.5,71.7,C
5445,23.1,66.6,6.4,79.2,C
5446,10,76.7,0.7,67.8,D
5447,3.8,71.7,5.3,64.9,D
5448,14.8,100,8.5,85,B
5449,24.1,73.1,7.4,78.2,C
5450,16.1,69.6,7.8,77.8,C
5451,13.6,88,6.1,79.3,C
5452,8.9,100,9.4,88.1,B
5453,27.3,83.6,6.6,84.1,B
5454,7.8,84.5,4.7,70.5,C
5455,9.9,100,7.7,78.7,C
5456,19,95.5,7.8,91.1,A
5457,2,90.1,7.3,76.4,C
5458,23.9,78,5.2,88,B
5459,19.4,90.5,6.6,86.5,B
5460,21.3,68.7,8.8,83.6,B
5461,18.9,77.5,7,81.7,B
5462,13.9,100,3,81.8,B
5463,7.6,100,4.7,77.5,C
5464,14,90.2,4.6,80.4,B
5465,8.2,61.8,4.5,70.2,C
5466,18.4,70.5,1.8,72,C
5467,20.6,76.8,9.8,85,B
5468,25.3,82.9,4.2,84.6,B
5469,17.6,70,4.4,73.2,C
5470,21.5,82,2.1,78.9,C
5471,12.9,100,7.7,84.4,B
5472,11.7,89.8,5.8,81.5,B
5473,18.3,87.6,5.3,84.8,B
5474,12.3,72.8,5.4,78.4,C
5475,16.9,65.3,7.2,74.7,C
5476,7.6,70.3,5,67.9,D
5477,8.8,64.8,2,63.1,D
5478,19.4,85.9,3.4,80.2,B
5479,21.2,89.6,3.3,85.5,B
5480,8.1,73.4,6.6,65.5,D
5481,19.7,86.8,7.9,86.8,B
5482,11.3,100,8.9,91.2,A
5483,15.1,100,2.7,84.7,B
5484,24.9,94.2,7.2,95.1,A
5485,20.7,82.9,4.8,83.6,B
5486,20.6,93.9,10,89.4,B
5487,28.4,100,8.8,95.5,A
5488,10.1,60.9,9.4,68.5,D
5489,8.1,100,7.6,77.8,C
5490,9.9,78.5,6.8,76.7,C
5491,13.2,78.6,5.2,78.8,C
5492,0,80.7,4.8,66.1,D
5493,13.5,88.8,4.4,79.8,C
5494,11.2,71.7,7.2,73.8,C
5495,20.5,81.6,9.1,87.4,B
5496,17.5,91.3,5.3,76,C
5497,10.8,87.6,4.6,76.1,C
5498,19.1,89.6,3,79,C
5499,20.1,81.1,6.5,81.9,B
5500,9.6,93.3,8.5,81.6,B
5501,11.5,97.7,8.6,81.9,B
5502,0,97,8.8,72.2,C
5503,7.4,90.1,6.8,73.9,C
5504,9.8,96.3,6.2,75.1,C
5505,15.5,95.5,8.6,82.8,B
5506,8.4,100,3.8,73.8,C
5507,11.4,99.6,5.1,76.3,C
5508,6.4,83.9,9.4,77.9,C
5509,16.2,74.1,3.9,70.7,C
5510,18,81.9,5.9,74.5,C
5511,17.8,81,7.3,80,B
5512,15.1,91.1,6.2,78.2,C
5513,4.2,76.6,8.3,75.1,C
5514,10.7,99.3,9.1,85,B
5515,12.1,68.3,7,67.6,D
5516,12.2,65.4,8.8,74.9,C
5517,15.5,83.4,4.1,76.9,C
5518,25,74.9,5.7,81.8,B
5519,20.7,69.9,10,87.4,B
5520,8.1,77.4,9.9,72.8,C
5521,19.7,75.9,3.4,79.4,C
5522,19.5,85.1,6,81.2,B
5523,9.4,77.6,6.3,72.4,C
5524,20.9,78.5,6.8,79.9,C
5525,13.9,84.9,8.5,79.2,C
5526,5.1,97.2,9.7,79.1,C
5527,18.2,100,6.1,81.2,B
5528,16.5,86.8,8.2,84.6,B
5529,13.4,87.7,7.3,80.7,B
5530,14.7,82.8,6,73.5,C
5531,10,90.8,2.6,75.3,C
5532,19.3,89.7,8,90.8,A
5533,14.7,100,7.2,83.7,B
5534,16.2,62.3,6.8,70.3,C
5535,17.5,82.2,4,80.9,B
5536,6.9,89.1,9.9,80.4,B
5537,8.7,84.7,6.3,74.2,C
5538,0,73.7,3.7,63.4,D
5539,19,69.4,3.4,74.1,C
5540,6.5,94.7,7.4,82.1,B
5541,15.9,75.9,7.4,78.1,C
5542,17.6,63.9,5.1,73.6,C
5543,19.2,95.3,6.9,90.3,A
5544,6.6,90.5,7.3,69,D
5545,14.5,83.6,6.3,81.9,B
5546,26.7,74,4.6,80.7,B
5547,27,83.6,7.9,91.4,A
5548,21.9,99.6,7.7,96.5,A
5549,17.4,65.6,7.1,74.3,C
5550,8,66.2,4.3,63.6,D
5551,20,77.5,3.3,76.8,C
5552,13.9,84.7,6.2,73.9,C
5553,18.9,79,7.9,88.7,B
5554,10.6,92.7,8.1,80.9,B
5555,13.8,98.1,7.2,89.2,B
5556,16.1,88.3,5.1,79,C
5557,16.7,91.7,4.4,80.9,B
5558,18.5,88.3,6,85.6,B
5559,10.9,85.1,6,72.7,C
5560,5.6,69.5,8.2,68.8,D
5561,26.4,72.7,5,84.7,B
5562,32.4,68.8,5.2,84.7,B
5563,18.1,83.2,10,84.1,B
5564,5.7,87.8,9.1,80.2,B
5565,9.6,67.6,4.2,70.8,C
5566,18.6,85.9,8.9,90.2,A
5567,24.4,74.5,3.8,77.6,C
5568,6.5,72.2,5.1,65.3,D
5569,14.1,77.5,5.4,73.5,C
5570,16.4,71.6,5.8,77.2,C
5571,21.1,92.3,7.2,84.1,B
5572,12.6,83,6.2,73.4,C
5573,4.1,94.8,7.2,73.7,C
5574,19.3,79.7,5.2,76.6,C
5575,22.9,80.1,6.7,86.8,B
5576,14.4,100,6.2,86.7,B
5577,17.8,65.5,3.2,69.4,D
5578,11.7,100,7,82.5,B
5579,9.1,100,6.2,72.6,C
5580,22.2,94.2,4.6,84.7,B
5581,17.7,81,5.2,82.4,B
5582,18.4,100,5.2,84.5,B
5583,25.5,81.1,5.5,81.7,B
5584,7.6,76.5,9.5,78.8,C
5585,11.1,80.3,10,75.9,C
5586,16.1,78.2,0.5,75.5,C
5587,11,73.6,7,81.8,B
5588,20.5,98.3,7.9,89.9,B
5589,13.7,75.7,5.6,77.9,C
5590,8.1,84.6,7.9,70.9,C
5591,15.5,67.7,9.3,72,C
5592,16.2,85.4,3.3,74.4,C
5593,21.5,71.1,6.3,81.8,B
5594,17.8,70.8,9.9,80.7,B
5595,18.2,83.7,3.5,77.5,C
5596,17.2,97.7,5.8,81.1,B
5597,13.7,90.3,5.1,78.5,C
5598,10,91.1,8.1,78.1,C
5599,17,83.4,8.4,80.1,B
5600,12.7,81,6.3,73.2,C
5601,26.8,94.5,6.1,92,A
5602,24.4,78.2,2.6,77.4,C
5603,19.4,95,8.8,89.4,B
5604,17.6,99.8,5.3,80.2,B
5605,14.4,74.9,5.7,76.1,C
5606,6.2,76.7,7.9,72.5,C
5607,13.5,78.5,6.4,75.3,C
5608,15.7,67.4,8,76.1,C
5609,16.6,79.4,7.2,82.5,B
5610,18.3,100,6.4,83.1,B
5611,21.4,72.5,6.6,80.3,B
5612,10.2,100,3.8,74.2,C
5613,10.2,79.8,5.7,73.5,C
5614,25.2,100,8.2,93.9,A
5615,20.4,76.8,4.2,77.9,C
5616,12.3,83.3,4.6,77.2,C
5617,14.2,74.1,4.2,74.9,C
5618,14.3,76.7,6.3,79.2,C
5619,15.2,100,8.8,86.8,B
5620,18.3,90.7,7.1,87,B
5621,32.7,97.3,1.6,93.1,A
5622,16.3,69.2,7.3,74.8,C
5623,19.6,92.9,5.1,84.6,B
5624,3.2,73.3,7,66.8,D
5625,11.6,69,5.7,74.6,C
5626,23.6,87.9,4.3,86.9,B
5627,17.8,87.7,5.9,81,B
5628,0,85.6,5.1,65.8,D
5629,19.7,93.6,6.6,89.3,B
5630,28.4,95.5,4.2,94.8,A
5631,1,100,3.8,72.2,C
5632,25.6,70.7,7.5,85.6,B
5633,0,100,8.2,79.8,C
5634,21.6,100,7.2,90.2,A
5635,14.9,80.6,4.7,76.1,C
5636,0,65,4.5,60.3,D
5637,18.1,68.4,4.6,72.5,C
5638,23.1,79.5,7.8,90.3,A
5639,17.5,100,4.3,83.1,B
5640,19.1,85.2,7.8,84.5,B
5641,12.1,77.6,7.3,81.5,B
5642,2,76.8,8.5,63.7,D
5643,19.8,69.1,8.1,80.2,B
5644,27.2,95.5,7.1,91.3,A
5645,22.9,83.9,3.1,81.1,B
5646,1.1,100,7.2,71.9,C
5647,4.4,92.5,6.2,73,C
5648,9.1,95,5.3,77.4,C
5649,3.8,82.1,8.7,73.6,C
5650,15.3,71.9,5.7,76.9,C
5651,17.8,74.5,4.9,69.1,D
5652,5,68.6,8.2,67.9,D
5653,20.4,95.9,5.2,85.6,B
5654,19.2,80.4,4.8,79,C
5655,11.2,96.4,3.7,77.7,C
5656,13.8,86.6,4.4,74.3,C
5657,1.4,81.5,4.5,61.1,D
5658,12.7,71,7.2,74.4,C
5659,15.1,88.6,4,75,C
5660,16.2,82.4,2.3,75.7,C
5661,17.7,95.8,6.6,82.9,B
5662,16.7,76.4,4.7,77.8,C
5663,13.1,92.4,6,80.1,B
5664,17,100,8.6,89.1,B
5665,22,88.3,6.1,84.9,B
5666,14.3,94.4,9,84.3,B
5667,17.2,91.9,5.9,82.3,B
5668,13.7,100,8,89.4,B
5669,10.5,89.5,4.9,71.3,C
5670,18.7,93.4,6.2,83.1,B
5671,11.1,84.6,4.1,76.9,C
5672,17.7,75.7,4.4,78.2,C
5673,15.2,70.5,5.6,77.5,C
5674,12.9,100,3.3,79.5,C
5675,12.7,72.9,6.3,69.4,D
5676,11.4,94,5.4,75.6,C
5677,3.5,90,6.5,71.9,C
5678,17.7,96,3.4,84.2,B
5679,16.6,78.8,7.4,79,C
5680,20.9,75.5,9.4,83.2,B
5681,11.3,89.5,9,82.7,B
5682,28.3,81.5,9.8,92.4,A
5683,12.3,70.2,6.1,70.5,C
5684,8.9,100,5.3,76,C
5685,8,75.5,7,74.4,C
5686,2.9,73.1,5.5,68.2,D
5687,25.7,82.1,2.5,78.7,C
5688,24.6,100,7.6,92.4,A
5689,19.2,59,5.5,74.3,C
5690,8.7,99,3.1,72.5,C
5691,27.7,74.1,5,84.5,B
5692,12.5,88.2,5.6,76.9,C
5693,13.1,76.9,6,71.1,C
5694,25.1,100,6,97.4,A
5695,19.6,86.5,8.7,85.3,B
5696,30.4,76.5,3.4,86,B
5697,16.7,81.4,5.7,75.3,C
5698,12.2,86.1,4.2,79.9,C
5699,10.7,87.1,8.5,85.5,B
5700,2.1,90.3,4.9,65.4,D
5701,13,85,5.3,76.3,C
5702,23,68.5,8.1,85.6,B
5703,19.2,80.9,8.6,82.5,B
5704,15.1,92.3,8.9,86.5,B
5705,8,77,2.7,61.9,D
5706,16.6,93.1,7,81.9,B
5707,22.1,85.4,6.5,86.1,B
5708,18,82.4,5.9,78.5,C
5709,16.2,99.3,6.1,84.2,B
5710,9.4,64.1,8.6,65.9,D
5711,21.1,76.9,8.1,85.1,B
5712,0,99.8,7.8,71.3,C
5713,17.7,100,6.4,91.6,A
5714,33,100,10,100,A
5715,4.4,85.6,5.2,72.8,C
5716,13.3,90.5,2.8,78,C
5717,14.9,94.8,5.5,78.9,C
5718,11.8,100,6.1,80.4,B
5719,22.3,88.8,8.6,87.6,B
5720,18.3,96.1,5,83.1,B
5721,16.1,90.5,7,79.1,C
5722,20.6,91.3,3,83.5,B
5723,15.1,74,8.2,75.7,C
5724,37.3,81,6.1,94.1,A
5725,16.1,78.7,5.4,79.9,C
5726,16.4,70.7,10,81.5,B
5727,3,65.2,8.1,63.6,D
5728,11.2,79.9,3.9,75,C
5729,23,81.8,5.8,85.7,B
5730,5.7,86.3,10,75.2,C
5731,0,91.7,10,73.4,C
5732,15.2,87.3,7.8,85.2,B
5733,24.6,81.9,2.3,83,B
5734,15.3,74,8.7,74,C
5735,12.6,95.5,4.7,76.5,C
5736,2,83.8,8.6,74.1,C
5737,18.2,79.8,4.6,74.3,C
5738,19.6,82.8,7,85.3,B
5739,2.5,76.2,4.7,70.8,C
5740,22.9,78.6,5.3,83,B
5741,20.4,78.3,7.2,79.4,C
5742,22.9,81.6,3.4,81.1,B
5743,19.1,92.9,10,92.9,A
5744,19.6,89.9,3.9,82.1,B
5745,18.6,100,3.8,86,B
5746,21.1,99.5,7.3,87.9,B
5747,2.3,100,8.6,75.8,C
5748,4.5,91.7,5.4,75.5,C
5749,9.8,91.5,3.9,72.8,C
5750,14.1,79.2,4.2,66.3,D
5751,17.7,94.9,3.9,81.3,B
5752,17.3,77.1,6.6,79.6,C
5753,22.8,67.4,5.9,81.6,B
5754,23,100,6.9,96.4,A
5755,8.9,70,6.7,70.2,C
5756,16.7,90.3,7.6,86.2,B
5757,9.1,74.4,5.2,70.2,C
5758,13.7,98.5,4.5,82.2,B
5759,17.3,100,6.3,86,B
5760,0,91.4,5.9,71.1,C
5761,31.9,100,6.5,95.5,A
5762,19,85.1,4.6,86.3,B
5763,10.8,100,7.3,75.7,C
5764,28.5,94,3.6,91.3,A
5765,12.6,74.2,5.1,73.2,C
5766,15.9,85.8,8.3,83.9,B
5767,11.6,83.2,3.7,69.6,D
5768,26.6,82,8.1,84.1,B
5769,14.3,65.1,3.2,69.8,D
5770,16,89.6,2.8,81.7,B
5771,23.4,68.4,3,76.5,C
5772,19.1,54.7,6.2,73.9,C
5773,14.6,80.9,7.5,77.7,C
5774,22.8,75.9,8.6,85.7,B
5775,32.8,74.7,8.4,95.2,A
5776,17.2,47.8,7.7,68.4,D
5777,15.8,74.8,4.3,77.5,C
5778,16.2,82.9,4.3,72.3,C
5779,24.2,77.4,7.6,83.2,B
5780,10.8,89.6,8.8,82.6,B
5781,13.1,100,3.9,86.2,B
5782,4.2,91.2,8.6,76.4,C
5783,6.7,97.3,2.2,69.6,D
5784,11.4,98.3,6.8,87.7,B
5785,14.6,72.8,5.8,73.7,C
5786,27.4,90.3,5.6,91.7,A
5787,18.8,96.9,6.1,85.2,B
5788,8.6,79.8,4.3,70.8,C
5789,9.9,75.5,6.9,71.2,C
5790,24.6,91.4,6.1,95.5,A
5791,22.9,67.2,7.9,84.4,B
5792,15.2,71.9,9.2,83.6,B
5793,11.9,77,6.3,71.8,C
5794,22.9,90.4,4.4,79.5,C
5795,8,87.6,3.7,71.2,C
5796,17.7,97.4,9.4,97.2,A
5797,30.9,73.9,9.1,89.8,B
5798,16.4,73.3,7.8,81.2,B
5799,9.6,91.3,6.1,74.3,C
5800,17.9,75.4,7.6,77.2,C
5801,11.7,77.8,8.6,76.9,C
5802,5.2,62.7,4.8,68.6,D
5803,19.9,88.5,6.1,87.4,B
5804,22.8,100,3.8,81.5,B
5805,12.8,72.6,5.7,74.7,C
5806,12.4,97.3,9.1,81.7,B
5807,8.3,84.3,8.2,74.3,C
5808,14,63.8,6.3,72.5,C
5809,11.1,74.3,0.6,70,C
5810,7.9,73.5,4.7,72.1,C
5811,28.2,81.2,6.2,88.9,B
5812,18.3,90,5.6,83.8,B
5813,19,100,6.1,91.6,A
5814,21.2,67.8,6.5,73.4,C
5815,20.4,79.2,4.9,85.2,B
5816,12.1,74.2,6,70.8,C
5817,16.9,69.8,5.7,75.4,C
5818,13.1,86.1,4.6,74.9,C
5819,18.1,85,9.7,82.3,B
5820,17.4,63.2,5,73.2,C
5821,12.3,85.2,1.5,72.4,C
5822,5.7,70.5,9.6,70.8,C
5823,16,85.1,4.3,77.4,C
5824,13.6,100,7.8,90.1,A
5825,1.8,90.6,4.6,76.1,C
5826,18.6,87.1,7.1,87.6,B
5827,21.8,78.7,5.9,82.6,B
5828,32.7,85.8,8,90.1,A
5829,12.3,91.8,5.6,80.8,B
5830,11.2,90.6,4.7,78.7,C
5831,7.2,83.8,6.5,75.7,C
5832,16.5,87.6,5.2,76.7,C
5833,16.4,69.2,2.1,72.3,C
5834,9.3,76.2,4.8,74.9,C
5835,13.8,93.5,10,83,B
5836,1.1,95.1,2.4,70,C
5837,21.5,86.1,6.5,82.5,B
5838,9.6,100,5.5,79.5,C
5839,14.8,91.1,9.7,82.6,B
5840,5,82.2,3.8,66.8,D
5841,10.9,70.4,6.2,69.9,D
5842,13,100,7.4,85.9,B
5843,14.9,94.2,5.6,84.6,B
5844,18.4,100,4.5,88.8,B
5845,25.1,100,6,90,A
5846,20.1,69.6,5.4,77.7,C
5847,21.7,69.6,5.4,74.5,C
5848,25.1,50.6,7.9,76.2,C
5849,19,96,6.8,87.1,B
5850,14.7,92.9,7.1,80.2,B
5851,22.1,86.2,6.7,87.2,B
5852,22.5,70.3,7.9,81.2,B
5853,19.5,83.9,8.6,85.7,B
5854,4.8,87.2,5.4,75.2,C
5855,9.1,94.4,7.6,78.7,C
5856,13.1,88.3,3.4,78.2,C
5857,20.5,93,1.5,84.9,B
5858,14.9,83.5,9.7,86.9,B
5859,23,99.2,5.3,88.8,B
5860,24.2,92.6,6.5,86.4,B
5861,23.4,70.8,3.5,75.1,C
5862,23.4,100,3.5,83,B
5863,7.7,99.7,4.6,79.2,C
5864,18.4,90.6,7.3,87.4,B
5865,10.7,88.4,5,76.2,C
5866,3.5,100,5.3,70.9,C
5867,13,65.4,4.5,67.6,D
5868,24.3,99.9,8.3,98.3,A
5869,18.2,79.3,7.7,83.3,B
5870,29.1,98.1,5,95.6,A
5871,16.2,86.4,7.4,92.1,A
5872,32.1,70.1,5.5,86.9,B
5873,16.2,79,5.3,70.6,C
5874,15.2,97.3,5.9,80.2,B
5875,6,82.5,7.3,73.9,C
5876,22.8,77.5,4.2,80.1,B
5877,11.5,77.5,7,74.4,C
5878,10.5,92.7,10,82.8,B
5879,24,100,6.4,89.3,B
5880,23.1,59.3,6.1,77.1,C
5881,22.9,100,5.8,94.4,A
5882,12.5,87.4,7,84.4,B
5883,14.6,92,2.8,82.5,B
5884,14.6,79.8,9.4,78.1,C
5885,20.5,85,8,85.4,B
5886,25.9,87.3,4.7,85.5,B
5887,17.6,72.4,6.1,78.3,C
5888,28.8,75.3,4.9,84.4,B
5889,21.3,99.2,6.6,88.9,B
5890,13.4,66.4,6.1,75.6,C
5891,20.8,90.3,6.5,86.1,B
5892,26.9,80.6,3.9,84.3,B
5893,29,73.5,5,85.5,B
5894,23.3,100,8.3,95.5,A
5895,15.2,73.5,4.9,75.8,C
5896,13.5,71.4,0.7,71.3,C
5897,19,82.8,5.7,77,C
5898,26.7,75.8,10,90.3,A
5899,18,85.1,7.7,83.1,B
5900,18.2,86.9,4.8,79.8,C
5901,15.4,87.8,5.9,82.5,B
5902,12.7,83.5,7.4,82.3,B
5903,13.9,76.6,2.5,69.2,D
5904,15.9,92.7,4.3,85.5,B
5905,27,83.7,6.8,84.2,B
5906,13.3,79.1,9.2,81.2,B
5907,15.4,100,5.1,81,B
5908,8.9,83.5,9.1,75.8,C
5909,20,98.1,4.5,85.9,B
5910,24.6,99.7,0,83.1,B
5911,26.4,100,7.5,86.2,B
5912,16.4,93.3,7.1,86.2,B
5913,19,85,7.5,86.2,B
5914,13.9,84.2,7.4,79.2,C
5915,18.7,82.1,6.4,80.5,B
5916,17.2,59,5.5,69.6,D
5917,15.4,93.6,5.6,76.8,C
5918,16,87.9,5.1,74.3,C
5919,18.2,94.9,5.2,86.4,B
5920,12.9,83.6,2.4,75.8,C
5921,13.3,93,3.6,79.5,C
5922,27,68.5,5.7,82.8,B
5923,34,71,1.5,85.2,B
5924,6.6,55.3,2,59.4,F
5925,6.2,83.4,5.3,68.7,D
5926,8.3,75.7,5.7,71,C
5927,14.3,74.2,5.4,73,C
5928,21.3,89,1.2,78.6,C
5929,19.1,79.9,9.1,87.5,B
5930,16.2,67.8,3.1,75,C
5931,18.7,100,4.4,78.2,C
5932,10.2,84.6,3.5,71.5,C
5933,13.3,72,8.6,75.3,C
5934,14.9,77,6.8,80.5,B
5935,3.9,82.9,5.1,64.5,D
5936,6.9,82.9,4.9,61.9,D
5937,7.1,100,6.4,81.5,B
5938,20.3,84,3.5,82.6,B
5939,16.7,100,6.8,81.3,B
5940,19.3,79.8,4.9,78.7,C
5941,2.1,90.1,7,77.1,C
5942,4.6,97.3,7,73.6,C
5943,19.6,99.3,4.8,86.6,B
5944,0,100,1.9,69.8,D
5945,23.6,81.7,5.5,79.4,C
5946,2.2,84.9,3.1,64.3,D
5947,20.9,55.2,6.2,67.9,D
5948,8.8,82.6,5.5,72.4,C
5949,22.3,98.1,4.8,85.5,B
5950,37.5,95.8,3.4,97.3,A
5951,0,84,8.4,72.2,C
5952,19.9,100,5.1,91.2,A
5953,2.3,80.4,10,79.7,C
5954,18,76.4,6.1,78.9,C
5955,13.6,79.4,6.7,75.8,C
5956,15.9,71.5,6.1,73.9,C
5957,8.6,92.5,6.7,74.9,C
5958,20.5,88.5,8.2,88.4,B
5959,4.9,92.3,8.2,75.2,C
5960,23.7,80,2.5,81.1,B
5961,12.1,84.3,7.7,75.9,C
5962,5.2,58.9,7,62.1,D
5963,26.2,89.5,6.1,90.4,A
5964,14.5,86.2,9.4,82.9,B
5965,28.4,71.8,9.5,82.8,B
5966,23.5,83.7,7.8,87.1,B
5967,9.4,81.9,4.9,70,C
5968,14.4,100,3.6,84.7,B
5969,15.8,72.3,7.5,79.8,C
5970,25.7,89,8.7,84.9,B
5971,18.1,71.9,1.9,74.2,C
5972,16.2,78.3,8.2,81.3,B
5973,13.6,88.3,5.5,74.1,C
5974,14.6,82.5,2.4,76.2,C
5975,24.1,84.9,6.9,83.2,B
5976,15,89,7.8,86.1,B
5977,12.2,79.1,5.3,72.1,C
5978,11,95.6,3.9,72.8,C
5979,11.1,81.3,9.4,85.3,B
5980,5.2,83.8,4.7,65,D
5981,9.7,89.3,8.3,77,C
5982,25.5,87.7,3,82.4,B
5983,13.6,92.7,6.8,80.4,B
5984,19.9,88.8,6.8,87.1,B
5985,0,90.6,7.7,72.1,C
5986,19,81.1,9,87.2,B
5987,13.9,72.2,4.4,72.7,C
5988,11.6,67.9,7,66.6,D
5989,16.3,65,3.3,71.2,C
5990,11.5,100,3.2,79.2,C
5991,0.1,58.4,4.8,55.1,F
5992,21.5,99.3,6.8,96.3,A
5993,16.7,75.1,9.4,82.6,B
5994,12.8,99.2,9.7,89.8,B
5995,8.2,58.6,5.3,66.5,D
5996,4.7,82.2,6.6,69.8,D
5997,16.6,100,7.9,89.8,B
5998,26.3,93.6,7.5,93.4,A
5999,16.4,81,5.7,76.6,C
6000,5.3,61.7,6.2,59.9,F
6001,16.6,69.1,5.8,74.3,C
6002,14.6,100,5.6,85.4,B
6003,21,80.8,5.3,81.3,B
6004,19.2,84.1,5.8,81.1,B
6005,0,88.4,5.2,68.1,D
6006,18.8,69.4,3.7,72.7,C
6007,8,89.9,7.7,82.3,B
6008,5,80,7,71.8,C
6009,13.7,88.5,9.8,82.4,B
6010,17.9,78.1,6.7,74.2,C
6011,3.5,66.1,5.2,62,D
6012,19.9,79.9,4.7,77.7,C
6013,20.3,92.7,6.1,84.1,B
6014,15.3,89.7,7.1,85.2,B
6015,8.9,85.4,5.5,74.3,C
6016,8.1,95.8,3.1,69.2,D
6017,22.2,82.6,4.5,83.6,B
6018,4.4,85.7,6,66.7,D
6019,22.5,79.2,7.5,86.4,B
6020,13.8,96.5,3,77.3,C
6021,14.3,88.5,6.5,80.7,B
6022,3,78.3,6.4,68.1,D
6023,14,67.1,5.1,70.3,C
6024,19.3,98.3,4.8,86.3,B
6025,5.6,76.1,4.5,67.3,D
6026,18.5,85.9,6.3,87.9,B
6027,15.6,100,8.3,88.3,B
6028,10.5,94.6,8.4,82.7,B
6029,21,100,3.8,84.1,B
6030,0,78.5,5.6,66.2,D
6031,17.4,97.9,1.6,77.2,C
6032,26.3,85.3,6.2,91.4,A
6033,25.1,89.4,7.2,85.2,B
6034,17.7,100,9.1,87.7,B
6035,12.9,81.7,2.4,67.1,D
6036,10.5,85.2,3.8,74.4,C
6037,12.9,74.2,6.3,72.6,C
6038,18.8,95.7,2.8,83.9,B
6039,9.3,78.3,6.3,69.9,D
6040,20.3,97.3,7.2,90.5,A
6041,29.9,65.2,3.4,81.8,B
6042,14.6,91.6,6.3,82,B
6043,5.6,77.3,3.6,66.4,D
6044,5.6,93.8,8.8,78.9,C
6045,20.4,84.8,6.4,80.8,B
6046,14.6,78.6,4.7,71.7,C
6047,21.1,80.4,3.5,80.6,B
6048,11.3,74.8,6.8,72.4,C
6049,20.8,95.1,8.7,91.6,A
6050,13.9,72.4,4.5,76.5,C
6051,9.9,81.8,5.1,71.6,C
6052,12.2,89.1,4.5,74.8,C
6053,6.6,100,9.1,80.9,B
6054,28.9,84.9,2.2,85,B
6055,14.3,82.1,8.6,82.4,B
6056,19.5,88.3,5.2,82.6,B
6057,11.2,60.1,5.9,73.3,C
6058,7.6,70.6,5.3,68.8,D
6059,13.4,80.5,6.5,79.1,C
6060,22.7,76.4,4.5,79.9,C
6061,11.4,65.8,8.1,75,C
6062,8.9,95.3,8.2,80.2,B
6063,16.1,88.1,4,76.7,C
6064,18.5,86.7,7.3,86.6,B
6065,26.5,76.7,5.3,83.6,B
6066,17.5,86,6.1,82.1,B
6067,19.5,91.2,9.1,91.3,A
6068,20,81.8,4.7,80.5,B
6069,6.9,90.3,7.9,76.7,C
6070,8.3,75.4,6.9,70,C
6071,7.4,86.2,5.6,76.5,C
6072,5.7,98.7,6.7,76.8,C
6073,20.6,99.8,6.5,89,B
6074,17,100,3.7,84.1,B
6075,15.6,88.4,4.8,80.1,B
6076,0,85.4,3.9,68.5,D
6077,29.4,79.6,5.4,87,B
6078,8.7,63.3,8.7,73.9,C
6079,29.4,68.9,7.2,84.7,B
6080,4.9,83,3.1,68.4,D
6081,9.3,83.7,5.5,73.1,C
6082,0,100,6.5,80,B
6083,17.5,100,7.5,87.1,B
6084,7.3,76.8,4.7,68,D
6085,7.5,94.8,3.5,74.3,C
6086,5.4,79.3,5.9,68.8,D
6087,20.4,93.2,7.1,88.4,B
6088,20,94.7,6.5,90.5,A
6089,27.7,99.9,4.2,92.2,A
6090,10.2,79.1,9.5,78.1,C
